50000001,PA,Independent,Somewhat conservative,Protestant,Never,Very concerned
50000004,FL,Republican,Moderate,"Orthodox (Eastern, Greek, Russian, Armenian, etc)",Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000005,MI,Independent,Somewhat liberal,Protestant,Every time,Very concerned
50000008,NY,Republican,Somewhat conservative,Jewish/Judaism,Never,Not very concerned
50000009,PA,Republican,Very conservative,Protestant,Never,Not very concerned
50000010,MD,Republican,Very conservative,Protestant,Never,Not at all concerned
50000011,NY,Democrat,Moderate,"Catholic, Roman Catholic",Every time,Not very concerned
50000012,FL,Republican,Somewhat conservative,"Catholic, Roman Catholic",Once in a while,Somewhat concerned
50000013,NC,Independent,Moderate,Protestant,Never,Somewhat concerned
50000014,NC,Republican,Moderate,Protestant,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000016,WV,Democrat,Very liberal,Buddhist,Every time,Very concerned
50000017,ME,Independent,Moderate,Protestant,Never,Very concerned
50000019,MI,Independent,Moderate,Protestant,Never,Somewhat concerned
50000021,MI,Democrat,Moderate,Protestant,Never,Not at all concerned
50000023,LA,Republican,Very conservative,Protestant,Not applicable/Does not have vaginal intercourse/sex,Not very concerned
50000030,MD,Democrat,Moderate,Methodist,Every time,Not at all concerned
50000031,MN,Independent,Moderate,"Catholic, Roman Catholic",Never,Not at all concerned
50000033,IA,Independent,Somewhat conservative,Protestant,Never,Not very concerned
50000035,IA,Republican,Very conservative,Baptist,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000036,WI,Democrat,Somewhat liberal,Unitarian/Universalist,Never,Very concerned
50000038,UT,Republican,Very conservative,Protestant,Never,Not at all concerned
50000039,UT,Republican,Somewhat conservative,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),Every time,Not very concerned
50000040,OR,Independent,Somewhat liberal,Protestant,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000041,OR,Independent,Somewhat conservative,Protestant,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000043,OR,Democrat,Very liberal,Protestant,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000044,OR,Democrat,Very liberal,"Catholic, Roman Catholic",Every time,Very concerned
50000051,CA,Democrat,Somewhat liberal,Nothing in particular,Every time,Very concerned
50000052,OR,Republican,Very conservative,Christian (Just Christian),Refused,Not at all concerned
50000053,CA,Independent,Somewhat liberal,Agnostic,Every time,Very concerned
50000055,OR,Independent,Moderate,Nothing in particular,Never,Very concerned
50000057,FL,Democrat,Moderate,Methodist,Never,Not at all concerned
50000060,PA,Democrat,Somewhat liberal,Refused,Refused,Somewhat concerned
50000061,ME,Independent,Somewhat liberal,Protestant,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000062,OH,Independent,Very conservative,Nothing in particular,Never,Not at all concerned
50000063,FL,Independent,Very conservative,Protestant,Never,Not at all concerned
50000067,NC,Independent,Somewhat conservative,Episcopalian or Anglican,Never,Not at all concerned
50000070,GA,Republican,Very conservative,Protestant,Not applicable/Does not have vaginal intercourse/sex,Refused
50000072,MI,Democrat,Very conservative,"Catholic, Roman Catholic",Never,Not at all concerned
50000074,SC,Independent,Somewhat conservative,Nothing in particular,Never,Not at all concerned
50000075,NJ,Independent,Moderate,"Catholic, Roman Catholic",Refused,Not very concerned
50000078,GA,Republican,Somewhat liberal,Baptist,Every time,Not very concerned
50000079,NC,Independent,Somewhat conservative,"Pentecostal (Assemblies of God, Four-Square Gospel)",Every time,Very concerned
50000080,NY,Democrat,Somewhat liberal,Refused,Every time,Very concerned
50000081,VA,Independent,Very conservative,Episcopalian or Anglican,Never,Not at all concerned
50000082,FL,Republican,Very conservative,Protestant,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000083,OH,Republican,Somewhat conservative,Atheist,Every time,Not very concerned
50000085,VA,Independent,Somewhat conservative,Protestant,Every time,Not very concerned
50000086,GA,Democrat,Somewhat liberal,Protestant,Never,Very concerned
50000087,VA,Democrat,Somewhat liberal,Jewish/Judaism,Refused,Very concerned
50000091,FL,Democrat,Somewhat liberal,Nothing in particular,Refused,Very concerned
50000092,FL,Democrat,Very liberal,Protestant,Every time,Very concerned
50000096,OK,Democrat,Somewhat liberal,Baptist,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000097,NY,Republican,Very conservative,Methodist,Once in a while,Somewhat concerned
50000099,TX,Democrat,Somewhat conservative,Baptist,Never,Very concerned
50000100,KY,Democrat,Moderate,Nothing in particular,Never,Not at all concerned
50000101,MN,Democrat,Moderate,Baptist,Never,Very concerned
50000104,NC,Republican,Very conservative,Protestant,Never,Not at all concerned
50000106,IL,Independent,Moderate,Protestant,Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
50000107,NH,Independent,Moderate,Other,Never,Very concerned
50000111,OK,Independent,Somewhat liberal,Protestant,Never,Not at all concerned
50000112,PA,Republican,Somewhat conservative,Protestant,Every time,Very concerned
50000113,PA,Independent,Somewhat liberal,Protestant,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000117,KS,Republican,Somewhat conservative,Christian (Just Christian),Never,Not at all concerned
50000118,MN,Independent,Somewhat conservative,Protestant,Never,Not at all concerned
50000119,WI,Democrat,Very liberal,Agnostic,Every time,Somewhat concerned
50000120,IA,Independent,Moderate,Lutheran,Not applicable/Does not have vaginal intercourse/sex,Not very concerned
50000121,IL,Democrat,Moderate,Lutheran,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000122,IL,Democrat,Very liberal,Nothing in particular,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000125,UT,Republican,Very conservative,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000127,UT,Independent,Moderate,Agnostic,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000128,CO,Independent,Moderate,Christian (Just Christian),Never,Not at all concerned
50000130,CA,Independent,Somewhat liberal,Nothing in particular,Every time,Very concerned
50000131,CA,Republican,Somewhat conservative,"Catholic, Roman Catholic",Never,Not at all concerned
50000133,AZ,Republican,Very conservative,Protestant,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000134,CA,Democrat,Moderate,Agnostic,Every time,Very concerned
50000135,CA,Democrat,Somewhat liberal,"Catholic, Roman Catholic",Every time,Very concerned
50000137,UT,Independent,Moderate,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),Every time,Not at all concerned
50000138,FL,Refused,Refused,Refused,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000139,SC,Democrat,Very conservative,Jehovah's Witness,Never,Very concerned
50000141,CA,Democrat,Very liberal,Atheist,Never,Very concerned
50000142,MT,Independent,Somewhat liberal,Nothing in particular,Never,Very concerned
50000143,AZ,Democrat,Very liberal,Agnostic,Never,Not at all concerned
50000145,KS,Independent,Refused,Christian (Just Christian),Never,Very concerned
50000147,MT,Independent,Very liberal,Nothing in particular,Never,Not at all concerned
50000148,WI,Independent,Somewhat liberal,Nothing in particular,Never,Somewhat concerned
50000149,WA,Independent,Moderate,Protestant,Never,Not at all concerned
50000150,CA,Democrat,Somewhat liberal,Nothing in particular,Every time,Very concerned
50000152,CA,Independent,Refused,Christian (Just Christian),Never,Very concerned
50000153,CA,Democrat,Very liberal,Agnostic,Never,Not at all concerned
50000154,AZ,Republican,Somewhat conservative,Protestant,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000156,TN,Democrat,Somewhat liberal,Non-denominational or Independent Church,Never,Very concerned
50000158,NY,Independent,Somewhat liberal,Nothing in particular,Never,Somewhat concerned
50000159,PA,Republican,Very conservative,Protestant,Never,Not at all concerned
50000160,WA,Democrat,Moderate,Baptist,Almost every time,Very concerned
50000161,FL,Independent,Somewhat conservative,Nothing in particular,Never,Not at all concerned
50000162,NY,Democrat,Very liberal,Christian (Just Christian),Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000163,IN,Independent,Somewhat liberal,Protestant,Every time,Very concerned
50000164,AZ,Independent,Somewhat liberal,Nothing in particular,Every time,Very concerned
50000166,OH,Democrat,Somewhat liberal,"Catholic, Roman Catholic",Never,Very concerned
50000167,WV,Independent,Somewhat conservative,Christian (Just Christian),Every time,Not at all concerned
50000168,KY,Democrat,Somewhat liberal,"Catholic, Roman Catholic",Every time,Very concerned
50000169,FL,Republican,Somewhat conservative,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
50000170,SC,Independent,Moderate,Protestant,Never,Not at all concerned
50000171,MI,Don't know,Very conservative,Christian (Just Christian),Never,Not very concerned
50000175,CA,Independent,Very conservative,Protestant,Never,Not at all concerned
50000178,GA,Refused,Refused,Protestant,Not applicable/Does not have vaginal intercourse/sex,Not applicable/don't believe in birth control
50000179,MD,Independent,Moderate,Protestant,Never,Refused
50000180,MI,Refused,Refused,Refused,Never,Very concerned
50000182,OH,Independent,Moderate,Protestant,Never,Somewhat concerned
50000185,CA,Independent,Moderate,Christian (Just Christian),Every time,Not at all concerned
50000187,WI,Refused,Refused,Lutheran,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000188,NY,Democrat,Somewhat liberal,Jewish/Judaism,Never,Very concerned
50000189,NC,Republican,Somewhat conservative,Protestant,Never,Not at all concerned
50000191,NY,Republican,Somewhat conservative,Nothing in particular,Never,Not at all concerned
50000192,NC,Independent,Very conservative,Protestant,Never,Not at all concerned
50000193,IL,Independent,Somewhat liberal,Protestant,Never,Not at all concerned
50000195,CT,Independent,Somewhat liberal,Nothing in particular,Refused,Very concerned
50000196,PA,Independent,Moderate,Refused,Every time,Very concerned
50000197,AR,Democrat,Somewhat liberal,Protestant,Never,Not at all concerned
50000198,NY,Democrat,Moderate,Hindu,Every time,Very concerned
50000199,IL,Republican,Very conservative,Protestant,Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
50000200,TN,Democrat,Somewhat conservative,Protestant,Never,Somewhat concerned
50000201,TX,Republican,Very conservative,"Catholic, Roman Catholic",Every time,Not at all concerned
50000202,VA,Refused,Somewhat conservative,Baptist,Every time,Not at all concerned
50000203,WI,Democrat,Somewhat conservative,Lutheran,Never,Not very concerned
50000204,OK,Refused,Refused,Christian (Just Christian),Never,Not at all concerned
50000205,VT,Independent,Somewhat conservative,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),Never,Not very concerned
50000208,KY,Democrat,Very conservative,Baptist,Never,Not at all concerned
50000209,PA,Independent,Refused,Christian (Just Christian),Not applicable/Does not have vaginal intercourse/sex,Not applicable/don't believe in birth control
50000210,NY,Independent,Somewhat conservative,"Catholic, Roman Catholic",About half the time,Somewhat concerned
50000211,KY,Republican,Very conservative,Christian (Just Christian),Never,Not at all concerned
50000212,KY,Independent,Very liberal,Atheist,Never,Very concerned
50000213,NJ,Democrat,Somewhat liberal,Nothing in particular,Almost every time,Very concerned
50000215,SC,Democrat,Moderate,Muslim/Islamic,Almost every time,Not very concerned
50000216,FL,Independent,Moderate,"Catholic, Roman Catholic",Never,Not at all concerned
50000219,PA,Democrat,Somewhat liberal,Protestant,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000220,NY,Independent,Very conservative,Nothing in particular,Never,Not at all concerned
50000222,GA,Independent,Refused,Nothing in particular,Refused,Not at all concerned
50000223,SC,Republican,Somewhat conservative,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000224,NY,Republican,Somewhat conservative,"Catholic, Roman Catholic",Never,Not at all concerned
50000226,TX,Democrat,Very liberal,Agnostic,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000227,MN,Independent,Refused,Lutheran,Never,Not at all concerned
50000228,AZ,Independent,Moderate,Nothing in particular,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000229,MN,Republican,Very conservative,"Catholic, Roman Catholic",Never,Very concerned
50000230,IA,Democrat,Somewhat liberal,Atheist,About half the time,Very concerned
50000232,WI,Democrat,Somewhat liberal,Atheist,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000234,MN,Independent,Moderate,Nothing in particular,Never,Not at all concerned
50000235,AL,Independent,Very conservative,Baptist,Never,Not at all concerned
50000238,WI,Democrat,Moderate,"Catholic, Roman Catholic",Never,Somewhat concerned
50000240,KS,Republican,Very conservative,Nothing in particular,Never,Not at all concerned
50000242,CA,Democrat,Very liberal,Protestant,Never,Very concerned
50000243,OR,Independent,Somewhat liberal,"Catholic, Roman Catholic",Every time,Not at all concerned
50000244,WA,Independent,Moderate,Muslim/Islamic,Never,Very concerned
50000247,VA,Democrat,Somewhat conservative,"Catholic, Roman Catholic",Never,Not applicable/don't believe in birth control
50000248,FL,Independent,Very liberal,"Catholic, Roman Catholic",Every time,Very concerned
50000250,WA,Democrat,Somewhat liberal,Christian (Just Christian),Almost every time,Very concerned
50000253,IN,Republican,Very conservative,Other,Not applicable/Does not have vaginal intercourse/sex,Not very concerned
50000254,VT,Refused,Moderate,"Catholic, Roman Catholic",Every time,Don't know
50000255,MI,Republican,Moderate,"Catholic, Roman Catholic",Never,Not very concerned
50000258,FL,Independent,Somewhat conservative,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
50000260,PA,Democrat,Moderate,Christian (Just Christian),Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000261,TN,Republican,Moderate,"Catholic, Roman Catholic",Never,Not at all concerned
50000262,PA,Democrat,Somewhat liberal,Jewish/Judaism,Never,Somewhat concerned
50000263,NY,Democrat,Very liberal,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
50000264,WV,Independent,Somewhat conservative,Baptist,About half the time,Not at all concerned
50000265,TX,Republican,Very conservative,Protestant,Never,Not at all concerned
50000266,VA,Republican,Very conservative,"Catholic, Roman Catholic",Never,Not at all concerned
50000267,CT,Independent,Moderate,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000268,VA,Democrat,Somewhat liberal,Nothing in particular,Never,Very concerned
50000269,OH,Republican,Somewhat liberal,Protestant,Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
50000270,FL,Democrat,Somewhat conservative,Christian (Just Christian),Never,Not at all concerned
50000271,IN,Republican,Somewhat conservative,Methodist,Never,Not at all concerned
50000272,SC,Democrat,Somewhat conservative,Protestant,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000273,MD,Democrat,Very liberal,Nothing in particular,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000274,NJ,Independent,Moderate,"Catholic, Roman Catholic",Never,Somewhat concerned
50000277,NC,Republican,Somewhat conservative,Christian (Just Christian),Never,Not at all concerned
50000278,FL,Republican,Very conservative,"Pentecostal (Assemblies of God, Four-Square Gospel)",Never,Not at all concerned
50000279,FL,Republican,Very conservative,"Catholic, Roman Catholic",Never,Not at all concerned
50000280,MI,Democrat,Somewhat liberal,Baptist,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000281,NJ,Democrat,Very conservative,"Catholic, Roman Catholic",Never,Very concerned
50000286,NY,Democrat,Very liberal,Jewish/Judaism,Never,Very concerned
50000287,MO,Democrat,Very liberal,Nothing in particular,Never,Very concerned
50000288,MI,Democrat,Moderate,Protestant,Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
50000289,KY,Independent,Somewhat conservative,Nothing in particular,Every time,Not at all concerned
50000290,MS,Independent,Very liberal,Hindu,Never,Not at all concerned
50000292,TX,Democrat,Somewhat conservative,"Catholic, Roman Catholic",Never,Somewhat concerned
50000293,LA,Republican,Somewhat conservative,Protestant,Never,Not at all concerned
50000294,MO,Independent,Very conservative,Jewish/Judaism,Never,Not at all concerned
50000295,AL,Independent,Very conservative,"Catholic, Roman Catholic",Never,Not at all concerned
50000298,NV,Democrat,Moderate,"Catholic, Roman Catholic",Refused,Somewhat concerned
50000300,TN,Republican,Very conservative,Protestant,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000301,AL,Independent,Somewhat liberal,Protestant,Every time,Very concerned
50000303,PA,Democrat,Very liberal,Nothing in particular,Every time,Very concerned
50000304,TX,Independent,Moderate,Protestant,Never,Somewhat concerned
50000305,TX,Independent,Refused,Christian (Just Christian),Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000306,TX,Independent,Somewhat liberal,Jewish/Judaism,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000307,IL,Democrat,Moderate,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000308,LA,Independent,Moderate,"Church of Christ, or Disciples of Christ (Christian Church)",Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000310,TX,Republican,Very conservative,Protestant,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000311,IA,Independent,Somewhat conservative,Christian (Just Christian),Not applicable/Does not have vaginal intercourse/sex,Not very concerned
50000312,MO,Democrat,Somewhat liberal,"Catholic, Roman Catholic",Refused,Very concerned
50000313,TN,Independent,Somewhat conservative,Church of God,Never,Very concerned
50000314,CA,Republican,Very conservative,Lutheran,Never,Not at all concerned
50000315,IL,Independent,Very conservative,Nothing in particular,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000316,WA,Independent,Very liberal,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000317,AL,Republican,Somewhat conservative,Nothing in particular,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000318,OK,Republican,Very conservative,Protestant,Never,Not at all concerned
50000320,DC,Democrat,Very liberal,Atheist,Every time,Very concerned
50000321,CA,Independent,Moderate,Agnostic,Not applicable/Does not have vaginal intercourse/sex,Not very concerned
50000323,WA,Democrat,Somewhat liberal,"Catholic, Roman Catholic",Never,Very concerned
50000324,OR,Refused,Don't know,Nothing in particular,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000327,CA,Democrat,Moderate,"Catholic, Roman Catholic",Never,Very concerned
50000328,CA,Republican,Very conservative,Nothing in particular,Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
50000329,CA,Republican,Very liberal,"Catholic, Roman Catholic",Never,Very concerned
50000330,CA,Democrat,Somewhat liberal,Christian (Just Christian),Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000332,AL,Democrat,Moderate,Baptist,Never,Very concerned
50000335,TN,Democrat,Moderate,Nothing in particular,Every time,Not at all concerned
50000337,GA,Democrat,Refused,Baptist,Once in a while,Not at all concerned
50000338,SC,Republican,Moderate,Nothing in particular,Never,Not at all concerned
50000339,PA,Republican,Moderate,Protestant,Never,Very concerned
50000340,VA,Democrat,Moderate,Nothing in particular,Every time,Somewhat concerned
50000342,NM,Democrat,Moderate,Muslim/Islamic,Never,Not very concerned
50000343,VA,Democrat,Very liberal,Atheist,Never,Very concerned
50000345,WV,Independent,Moderate,Nothing in particular,Every time,Not very concerned
50000346,AZ,Independent,Somewhat liberal,"Catholic, Roman Catholic",Every time,Somewhat concerned
50000349,OK,Democrat,Moderate,Baptist,Every time,Very concerned
50000351,MN,Democrat,Somewhat liberal,"Catholic, Roman Catholic",Never,Very concerned
50000352,FL,Independent,Don't know,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
50000353,CA,Democrat,Somewhat liberal,Protestant,Never,Not at all concerned
50000354,RI,Independent,Somewhat conservative,"Catholic, Roman Catholic",Never,Not very concerned
50000355,AZ,Independent,Moderate,"Catholic, Roman Catholic",Never,Not at all concerned
50000356,PA,Independent,Somewhat conservative,Protestant,Never,Not at all concerned
50000358,NJ,Independent,Moderate,"Catholic, Roman Catholic",Never,Very concerned
50000359,CA,Democrat,Moderate,"Catholic, Roman Catholic",Never,Somewhat concerned
50000360,MN,Independent,Somewhat conservative,Protestant,Never,Not at all concerned
50000362,NV,Democrat,Somewhat liberal,Nothing in particular,Every time,Very concerned
50000363,AZ,Republican,Very conservative,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),Never,Not at all concerned
50000364,NJ,Independent,Somewhat liberal,Protestant,Almost every time,Very concerned
50000365,NJ,Independent,Moderate,Protestant,Never,Not at all concerned
50000366,PA,Independent,Very liberal,Nothing in particular,Not applicable/Does not have vaginal intercourse/sex,Not very concerned
50000367,MN,Democrat,Very liberal,Buddhist,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000368,FL,Refused,Very conservative,Protestant,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000370,PA,Independent,Moderate,"Catholic, Roman Catholic",Never,Not at all concerned
50000371,FL,Republican,Somewhat conservative,Protestant,Never,Not at all concerned
